module_genes	seed	module_score	node_score	edge_score	n_edges	z_perm
APP BCAT2 DNAJB7 SDF4	BCAT2	8.783439042407714	5.28316364062027	3.5002754017874445	3	4.324272303323336
CLTC HIST1H1D HSPB1 NFU1 VCAM1	NFU1	11.020719375971076	7.720170922975762	3.3005484529953146	4	5.59030906365371
KLHL29 KLHL9	KLHL9	4.365498670434864	2.8498868968849638	1.5156117735499	1	1.8958699652507283
DRAP1 NCK2 RBM26 SYNGAP1	RBM26	9.472053927294882	7.885260400746056	1.586793526548828	3	4.849272366933812
DCDC2B FGFRL1 FHL3 PTPN6	DCDC2B	7.192416354659137	3.616170896135895	3.5762454585232417	3	3.0818893742344575
CIITA LIN37 XPO1	LIN37	9.39770985972589	6.7124724616304725	2.6852373980954165	2	4.814639595763779
COL2A1 MARS PDIA2 RELA	PDIA2	7.770018496775535	5.667502265281165	2.1025162314943704	3	3.714934529029517
BAG6 CDH3 JUP PTRH2 TRIM14	CDH3	12.469146080682515	9.913081390073568	2.5560646906089453	4	6.316676496106114
CIITA EAF2 XPO1	EAF2	10.788975036726747	8.364161317604362	2.424813719122386	2	5.834374241193181
BLM RMI1 WDR48	WDR48	7.441969496272544	5.396402334138528	2.0455671621340166	2	3.591789155677027
SLC35E1 SLC4A8 TMEM63B VKORC1	SLC4A8	7.035777240694101	5.31081144468861	1.72496579600549	3	3.118680721260793
IFIH1 KEAP1	IFIH1	7.379921127634907	5.930272648637846	1.44964847899706	1	4.004627484769854
HIST1H2AJ HIST1H2AL	HIST1H2AJ	4.555496992250284	4.551456040195359	0.00404095205492502	1	1.9432283335891403
ACLY KLHL25 ZNF746	KLHL25	8.327684527740026	5.809693685956626	2.5179908417833996	2	4.387803648721345
DDC MARS RELA	DDC	7.221868626392511	5.551156011137902	1.670712615254609	2	3.651471320533728
CPSF2 SMARCA4 SNIP1	SNIP1	8.509336939971776	5.933424593669422	2.575912346302354	2	4.407649090304719
CIITA DEPDC7 XPO1	DEPDC7	9.78217634594131	6.7996192047943955	2.9825571411469127	2	5.283907281796962
ENO1 NAB1 POU2AF1	POU2AF1	6.1101270125081655	4.053611308416089	2.056515704092076	2	2.70131549162194
CORT SSTR5	SSTR5	5.252043957027755	3.8948205548028048	1.35722340222495	1	2.4047599415436696
CORO6 IFT81 LTBR TRAF3	CORO6	9.983465703160117	7.30291170420084	2.6805539989592777	3	5.182402516073078
BZRAP1 DLX2	BZRAP1	4.591525030551327	3.393684722874467	1.19784030767686	1	1.9304750064654532
ATF7IP CADM1 EPG5 ITGB4 MYO19	EPG5	9.496153024078485	6.749502513262587	2.7466505108158987	4	4.626129433455161
ATF4 CELA3A CREB3	CELA3A	6.423310387109126	4.708890909965876	1.7144194771432504	2	2.8602652863519915
CCKBR GRB2 JAK1 PIK3R2	CCKBR	12.177806131011675	9.11679302275007	3.061013108261604	3	6.522351053937943
HIST1H3D HIST1H3E HIST1H3F HIST1H3J	HIST1H3J	13.369077362828904	8.718536678998095	4.650540683830807	6	7.665573882178732
BCL10 ELAVL1 SLC30A7 TMEM127	TMEM127	10.721586497642278	8.444927253490116	2.2766592441521647	3	5.784644295410955
KLHL8 PPM1F	KLHL8	6.892896911575379	5.790696763657439	1.10220014791794	1	3.5324024525131548
EGFR PCNX	PCNX	3.32090085868929	3.241827117334327	0.0790737413549628	1	1.0788638687387415
ABHD16B PRAM1 SUZ12	ABHD16B	6.681447341482771	3.7460465613997376	2.9354007800830337	2	3.1527761409192885
DDIT3 FOSL1 HSD17B14 JUND	HSD17B14	9.268115253685984	6.78909302786304	2.479022225822943	4	4.790974320904869
IL7R U2AF1 ZCCHC8	ZCCHC8	8.604811683262426	5.980647889677162	2.624163793585263	2	4.165433784337317
HDAC1 STAT1 UBASH3B	UBASH3B	8.902922404659549	6.226724340582948	2.6761980640766003	2	4.707415976982411
CWC15 DHX8 PRKRIP1 RPL36AL	RPL36AL	7.87978700983372	3.7941508576948	4.08563615213892	4	3.592061994092954
CFTR CLIC1 RNF185 SEC24C	RNF185	11.989016558956006	7.588583504842875	4.400433054113131	3	6.198739031729862
BCL10 ELAVL1 LPP SLC30A7	LPP	11.37329239379815	8.473212024443646	2.9000803693545074	3	6.170211544903515
FAM177A1 VPS13B	FAM177A1	4.1039514330612406	2.8685351724472805	1.23541626061396	1	1.610859191034662
F2 KNG1 PROC	F2	7.878521560884675	4.754974190858365	3.12354737002631	2	4.024169191527416
APP DNAJB7 SDF4 ZSCAN16	ZSCAN16	7.570557401868264	4.630857204639804	2.939700197228459	3	3.431364274428187
CDCA7L LMO1	LMO1	3.3789274136724328	1.9358203690980929	1.44310704457434	1	1.0953595994661478
E4F1 HDAC1 ZBTB11	ZBTB11	8.34532489915458	4.689951134961426	3.6553737641931536	2	4.215193291134739
CHEK2 GATA3 MAPK1 RARA	GATA3	10.740054019127887	6.929612432128899	3.8104415869989876	3	5.640394205424534
CHEK2 FGFR4 MAPK1 MYB	FGFR4	13.413952806707107	9.186443981868969	4.227508824838138	3	7.673757721858569
CLTC HSPA1L PSMC3 TNFRSF1A	PSMC3	12.646191131873497	9.68891853603626	2.957272595837236	3	7.01008146835315
C11orf68 POLE2 REL	POLE2	9.328786618774547	6.818311726329544	2.5104748924450027	2	4.990614872094755
LDLR ZNF408	ZNF408	5.726062199920646	5.247530416976189	0.478531782944457	1	2.831868856592684
BCL7A CIITA SMARCE1 XPO1	BCL7A	10.357196630962717	7.41251656684197	2.9446800641207465	3	5.248852752571779
MAPK1 TEC VAV1	TEC	11.760879956600634	8.526657848721975	3.2342221078786597	2	6.785441276540821
KIAA0319L LACRT	LACRT	6.399715237184188	2.759127864236118	3.64058737294807	1	3.182818574865992
F12 MMP13 OPTC	OPTC	6.455343279395375	5.350396835140917	1.104946444254459	2	2.9729270282278994
TSPYL5 USP7	TSPYL5	3.9059286809723117	1.871801680972312	2.034127	1	1.6562910080116164
CIITA RANGAP1 XPO1	RANGAP1	9.808501700081333	6.925070634647777	2.883431065433557	2	5.260101221136234
BAG6 KIF11 KIF21B TLN1	TLN1	11.93548010806047	10.332635679295151	1.6028444287653212	3	6.37179049754951
MTHFR TMEM223	MTHFR	3.7685368165005766	2.1734190154586766	1.5951178010419	1	1.3653195679462904
EIF3B EIF4E PDXK	PDXK	8.444301704538237	4.979975028180005	3.4643266763582328	2	4.381225988013898
HRAS MAPK1 RGS14	RGS14	11.076503219192194	7.953513205777737	3.1229900134144573	2	6.036578531576617
ACAA2 CDC34 KEAP1 NAA50	NAA50	9.742391987265611	6.061791815655454	3.680600171610157	3	5.071674242034743
HDAC3 PPP4C TBX3	PPP4C	8.172795976076502	5.554782207370215	2.618013768706287	2	4.197649066475745
KIF9 TSTD2 VPS52	TSTD2	7.33045716598377	6.4151416056472605	0.9153155603365091	2	3.3198876628471523
AP1B1 HLA-A HLA-DRA SNX9	AP1B1	12.390399639546946	9.500792597344415	2.8896070422025306	3	6.511657409674437
BRD8 HIST1H2BG KIFC1	BRD8	10.056363992010212	8.69551823079789	1.360845761212322	2	5.414026692892063
AHSA2 BAG2 CCT6A METTL21B	AHSA2	11.674722860177305	8.59581667944145	3.0789061807358555	3	6.528845909340333
MYL4 PYROXD2 VCAM1	MYL4	4.477447733631547	4.348227283337898	0.12922045029364984	2	1.8205119236478058
CISD2 COX6B1 PLA2G3 PVR	COX6B1	9.975122401098615	6.86041977050766	3.114702630590955	3	5.180032598191509
AGAP2 CCDC88B HCK PLCG1	CCDC88B	11.993668439892247	7.666737714000326	4.326930725891922	3	6.430921471556268
DNM2 MYC PGAP1 STAT3	PGAP1	11.846914536889736	8.740737752281955	3.106176784607781	3	6.812938346354098
BCL10 ELAVL1 SLC30A7 SPRED2	SPRED2	11.510254126736468	9.04430094480448	2.465953181931989	3	6.103808853674756
DNM2 HNRNPA0 MYC STAT3	HNRNPA0	12.354060156417287	8.66393476504814	3.6901253913691474	3	6.861861805618777
GRB2 JAK1 PIK3R2 PRSS1 SERPINF2	PRSS1	12.408326693044414	8.873544956423705	3.5347817366207095	4	6.473406036779655
BYSL KPNB1 TSR1	TSR1	9.061237710541523	6.653486255345449	2.4077514551960744	2	4.582386416453717
RHPN2 TGFBR1	RHPN2	3.053914068034512	1.7372362249357023	1.31667784309881	1	0.8968673044563329
COL6A3 DYSF	DYSF	4.734524458615615	1.837250849040275	2.89727360957534	1	2.0442361727476444
C11orf68 REL TTC21A	TTC21A	9.291922047637154	7.569248835294625	1.722673212342528	2	5.020403153203651
FNDC3A MIF4GD PDXDC1 TMEM17	MIF4GD	7.018082724582718	4.60461195942974	2.4134707651529776	3	3.260053144427796
ATP5H COPA HLA-A SDHA	ATP5H	10.441467322199689	7.30527075160099	3.1361965705986994	3	5.415080940907584
DLD GALK1	GALK1	4.185179578910306	4.024091239840154	0.161088339070152	1	1.7168172097391312
ERG ETS1 LANCL1 PARP1	LANCL1	8.32016180474551	6.1083034862263705	2.2118583185191385	3	4.137934367168872
APP DNAJB7 RPS6KA5 SDF4	RPS6KA5	8.346647724276107	5.00649280810736	3.3401549161687454	3	4.046511309674504
EBAG9 MARCKSL1 SMCR8 TMEM17	EBAG9	7.630475022463475	6.46677025226146	1.1637047702020151	3	3.4009870916900073
CHKA CHKB FCHSD2	CHKB	6.958605196566648	5.173233835339569	1.7853713612270794	2	3.300314680852109
BCL10 ELAVL1 RASL11A SLC30A7	RASL11A	11.207763844153476	8.461014901699595	2.74674894245388	3	6.22044759968687
RPL11 RPL5 RPS25 SRP68 SRP9	SRP68	11.231836787848236	6.71042712176157	4.521409666086666	6	5.8237059103756055
CISD2 KRTAP10-8 PVR ZNF697	ZNF697	10.133434771526115	6.7901587820562606	3.343275989469855	3	5.1850909700698695
BATF DLEU1 GOPC	GOPC	8.476214890073637	6.034636598686018	2.441578291387619	2	4.391961034851637
CD3D HLA-DRA	CD3D	10.162232583932756	8.019216900363206	2.14301568356955	1	5.735767854947933
HLA-DRA ICAM3 ITGAD PRKCQ TAB1	ITGAD	13.053328328266566	8.97165416142791	4.081674166838656	4	7.18114648606499
NAA25 RHOF	RHOF	3.981956997954934	3.168724410230528	0.813232587724406	1	1.6169812077511039
ATXN1 CPNE2 HSPA1A REL	CPNE2	11.868060998992943	9.301436308173756	2.5666246908191876	4	6.2129099407727875
CDYL2 DDX42 NXF1 RPS6KA4	CDYL2	7.866572809833922	4.329823043220105	3.5367497666138172	3	3.515746745736217
AASS ICT1 MRPL40 MRPS17	AASS	9.150022548108144	4.270783305239423	4.87923924286872	4	4.472549979480062
NPEPPS OTUD4 ZNF746	NPEPPS	9.69857491204753	7.122115066521465	2.576459845526064	2	5.308037059776856
CDIPT EIF1AD SDCBP	CDIPT	7.434343336514246	5.112553070449362	2.3217902660648844	2	3.702100744743453
ALDOA ALDOC CDK2AP1 CKB	ALDOC	9.390867849438893	7.98581904464321	1.4050488047956828	4	4.8550134912875125
GRB2 JAK1 PIK3R2	PIK3R2	11.965052327291016	9.182805648378249	2.782246678912769	2	6.817064706906311
ALG5 BRD2 IL12RB1 PVR STAT3	ALG5	12.993537165551558	11.447218844502524	1.546318321049033	4	7.049550963409708
CPSF6 DBF4B SART1 WBP4	DBF4B	8.070800562546705	5.863014928753115	2.2077856337935886	3	3.7600960237761485
IL7R U2AF1 VEGFA	VEGFA	8.857139127325063	5.6432447426963135	3.2138943846287495	2	4.74950905902107
MAPK1 MLXIP POLD1 STAT5A YWHAB	MLXIP	12.739037816857362	8.798170023629993	3.94086779322737	4	6.504589536186104
AHCYL1 CDC37 PLEKHG5 SNRPA	PLEKHG5	9.802513694401569	6.182276429696365	3.6202372647052035	3	5.152192342361988
CLTC CYBA HSPA1L NOX3 PSMC3 TNFRSF1A	NOX3	13.058390219377335	9.97742491114299	3.080965308234347	5	6.881544517981561
CDK4 CEBPA KAT5 SMARCA4	CEBPA	11.892837362215968	9.566805825037616	2.3260315371783515	3	6.435416230374842
CDKN2A HSPA1L PIAS2 RELA ZNF451	ZNF451	11.455848904164288	8.740165047105666	2.715683857058624	4	6.175580972657196
BGLAP MAF MAPK1 MYB	BGLAP	12.03631176220637	8.915741788606244	3.120569973600127	3	6.565681959082918
FLII MYD88	MYD88	5.308282794547768	4.427208946147392	0.881073848400376	1	2.464391619102352
H2AFZ HIST1H3E HIST1H3F HIST1H4E	H2AFZ	11.889464580102498	8.283179830013442	3.6062847500890562	4	6.469171830542218
MVP PATZ1 ZBTB32	PATZ1	6.399139250552414	4.820585919587616	1.5785533309647986	2	2.9141978154833272
ARHGAP12 SKIV2L	ARHGAP12	8.824833461638772	6.681724958287001	2.14310850335177	1	4.999961478114888
AGAP2 CTSS JAK1 PLCG1	CTSS	12.98334900060893	9.245175577013985	3.738173423594946	3	7.475457051393655
PCDHGA5 PCDHGA7	PCDHGA7	5.057033000570098	4.9025810421573945	0.154451958412704	1	2.3626981291797455
CDC37 MAPK3 RPS6KA1	RPS6KA1	9.906318568688205	7.3384233908705765	2.5678951778176278	2	5.25458521462703
FBXO33 KLC1 ORC3 SKP1	FBXO33	11.85554973275088	5.968249719797676	5.8873000129532045	3	6.613390840251677
LTBR SPC25	LTBR	7.699161201881926	5.090470598917676	2.60869060296425	1	3.913273472391109
ELAVL1 ETV6 SLC30A7	ETV6	10.859434905814062	7.259660930072396	3.599773975741665	2	6.220238297580952
ITCH NDFIP1 UNK UQCRH	UQCRH	10.15461135047533	6.49307937404221	3.661531976433119	3	5.3483903187532595
CCDC85B CRTAP MBIP SSSCA1	CRTAP	8.257561265325927	4.68466614269395	3.572895122631978	3	3.9751938491247842
AHCYL1 CDC37 SNRPA	AHCYL1	9.252650335829832	5.6815592206349175	3.5710911151949154	2	4.748149407621522
LTBR NSL1 SPC25	NSL1	7.660009117800337	5.429255431735936	2.2307536860644013	2	3.7488617350370115
CAD SLC39A8 TNFRSF1A VANGL2	SLC39A8	8.71526929230962	6.121405751540125	2.5938635407694943	3	4.127794972673433
CEP120 CEP97 LTBR	CEP97	7.682400053533679	5.243114720590151	2.439285332943528	2	3.682543501728797
COX15 HIST1H2AE HIST1H4F	COX15	9.471679023698638	6.871287241338459	2.6003917823601785	2	5.1058676881882485
NEURL4 SKIV2L SPZ1	SPZ1	8.964998133969374	6.750961851597891	2.2140362823714823	2	4.86269228126267
MAPK11 TAB1	MAPK11	7.485089193804384	5.070181231262864	2.41490796254152	1	3.7893042739169545
HDAC7 IKZF1 LHX4 MAST3	LHX4	10.866611012801183	8.06089356293025	2.8057174498709325	3	5.667026076779339
HSP90AB1 STARD13	STARD13	2.9881032708580566	1.9547222525975168	1.03338101826054	1	0.88107169204377
BCL10 RBX1 TAB1	RBX1	9.514508721457272	6.851759681322708	2.662749040134563	2	5.022827589028058
EEF1E1 HIST1H2AE HIST1H3B HIST1H3F VDAC1	EEF1E1	12.032674039301272	8.236229990892811	3.79644404840846	5	6.514529806982481
HIST1H2AE HIST1H4C HIST1H4D HIST1H4H	HIST1H4C	10.014112825750777	7.929594919570114	2.0845179061806633	6	5.002804038369551
DHX58 IFIH1 MYC STAT3	DHX58	10.737207022632777	8.20848600228734	2.5287210203454378	3	5.773244245821048
GART HIRIP3 WARS	WARS	8.163350815443549	5.850497089160322	2.312853726283227	2	4.171187560091315
HINT2 RFXANK SHMT2	HINT2	7.713919690948455	5.2617722130672275	2.4521474778812267	2	3.8532755041415285
BAG6 DRG1 MAST3 TRIM14 WIBG ZNF503	ZNF503	15.167004714477162	10.250244954979078	4.916759759498082	5	8.249732813604373
HDAC10 HSP90B1 LYPLA2 PIH1D1	HSP90B1	9.009646488531802	5.632245986210496	3.3774005023213065	3	4.595184843300445
DAXX EAF2 GOLGA2 SEC24C	DAXX	11.518654256603654	7.510118095146345	4.00853616145731	3	5.830916949181712
CD40 SLC39A7	SLC39A7	10.157940501591629	9.699945738724805	0.457994762866823	1	6.006856793956641
FAM57B HSPA1A REL ZFP36L2	FAM57B	10.282531237095384	9.37247792127218	0.9100533158232039	3	5.215819104690441
HDAC1 IFNA8 IFNAR1 LCK MAPK1	IFNA8	13.16277742068456	8.492365206485355	4.670412214199204	5	7.112407704800148
FBLN5 KIAA1683 TOP3B	FBLN5	8.724808997043352	7.315313318751888	1.4094956782914638	2	4.559907556491407
BAG6 CIAO1 ERP29 KIF21B NSRP1	ERP29	12.675369299083304	9.094699397396777	3.580669901686525	4	6.943529729862141
DAXX SERPINH1 SLC2A4	SERPINH1	7.780448483490785	5.5363788226217725	2.244069660869013	2	4.014250089869379
FAM83G MARK3 MYO1E YWHAH	MYO1E	9.153746749839438	5.75678152135926	3.396965228480179	3	4.45354794334087
DSCC1 KIAA1671 P4HA2	KIAA1671	6.774719517291164	5.114238818040115	1.66048069925105	2	3.2205460649194917
CCDC155 UPK2	UPK2	7.156492333155486	5.4814017075212265	1.67509062563426	1	3.7187841869389735
CASP8 CHEK2 MAPK1 NUCB1	NUCB1	11.538125251071595	7.526552254809991	4.011572996261603	3	6.0255530726641275
KLC1 ORC3 SKP1 SSU72 SYMPK	SYMPK	12.523466028809457	6.498506355441627	6.02495967336783	4	6.949167802361397
CHCHD2 IFT20 TREX1 TRIP11	TREX1	8.082095247296662	5.85819783021844	2.223897417078222	3	3.86010954983831
EGFR FCRL3 SUGP2 VARS	SUGP2	12.451709840972029	9.47988313908489	2.9718267018871383	3	6.643020159468296
BCL10 TAB1	BCL10	8.224888142185812	6.723065637661362	1.50182250452445	1	4.544193750317436
DNAJC30 HSPA1A MAPK8IP2 NDUFS6	DNAJC30	9.54517356404	7.051397659460053	2.4937759045799472	3	4.8309422742688115
HDAC1 SPI1 SPTB STAT1	SPTB	10.300685289398771	6.448704924226645	3.8519803651721265	3	4.999281496026226
CD2BP2 LSM2 PRPSAP1 SART1	PRPSAP1	10.489325801787164	9.27563791323955	1.213687888547614	3	5.725802099265539
HIST1H1D KAT8 VCAM1 YWHAE	KAT8	9.922114679493554	6.667840366264436	3.2542743132291196	3	5.128669404103428
ARPC4 FKBP10 GRPEL1	FKBP10	5.597469348508962	4.013104511652011	1.5843648368569514	2	2.245830415390713
GAPDH JAK2 RANBP3L RNF123 STAT3 STAT5A	RANBP3L	12.695347481945916	8.945655823467302	3.7496916584786146	6	6.600479398473972
AEN AHI1 PFDN6 SSX2IP WRAP73	AEN	12.159409715861203	8.193026603612001	3.966383112249202	5	6.467488750956294
MED10 MED26	MED10	6.901599617047304	5.253068195246254	1.64853142180105	1	3.5472845880386417
KEAP1 MTMR4 TMEM160	MTMR4	9.137046981290434	7.565836030503641	1.5712109507867926	2	4.953144433310894
BCL7C CPSF2 GFI1 RCOR1 SMARCA4	BCL7C	11.581480118671449	8.016944783241623	3.5645353354298255	4	5.896226396782283
CREBBP PYDC1	PYDC1	3.3098953493429057	1.6123378202531256	1.69755752908978	1	1.0243853451987555
CLTC DCTN2 HLA-DRA MYO18A RPS19BP1	RPS19BP1	10.829825411984881	8.934235054612444	1.8955903573724375	4	5.439773620832324
BAG6 DYNLT1 NPEPPS TRIM14	DYNLT1	13.416528357243688	10.253993217105995	3.1625351401376913	3	7.096430714735749
HIST1H2BN ICAM1	HIST1H2BN	5.068435572513152	4.9554362116469015	0.11299936086625	1	2.3177387046552
DDX42 FAM134C NXF1 RPS6KA4	FAM134C	7.853578735842655	4.189264704745931	3.664314031096725	3	3.5556757928637017
DAXX HIST1H3E HIST1H4H PFKFB3 SPSB1 TP73	SPSB1	13.69279120298818	10.009403740623428	3.683387462364753	5	7.273012996638821
ARL4D C16orf74 RGL2 UNC119	ARL4D	8.049803451649343	5.971439595031185	2.078363856618158	3	3.943398945764085
MRPL51 MRPS17 MRPS7	MRPS7	8.351062124929205	5.8893646601131175	2.461697464816088	3	4.224950177613159
COX15 GART HIRIP3 HIST1H2AE	HIRIP3	10.816289357240484	6.6437077824377795	4.172581574802704	3	5.965508056005795
CLTC FCRL3 SLC30A3 VCAM1	SLC30A3	11.219580616503091	8.400142834687585	2.8194377818155054	3	6.073246637348631
CASP3 CASP8 SOHLH1 STH TMEM219	STH	9.356949749611703	6.216844478911616	3.140105270700086	4	4.548714807506101
ADAMTSL4 CHCHD2 KRTAP10-3 ZNF124	ZNF124	9.33758107202376	5.67036000417003	3.6672210678537285	3	4.589036667698074
BAG6 NDUFA9 PIGS PRSS50 TRIM14	PIGS	10.356574963632443	8.785428381923861	1.5711465817085823	4	4.996818870374134
DLST HIST1H2AE TSFM	TSFM	10.068917308026435	6.959322384732201	3.109594923294234	2	5.59469256424956
DIDO1 RBM15	DIDO1	6.314418064913402	5.373530943776236	0.940887121137165	1	3.2565984134938293
C14orf166 KPNB1 PPT1	C14orf166	8.100339028746667	5.789227081972744	2.311111946773924	2	3.966750609781813
DCP1B HSPA1L PNRC1 RELA	DCP1B	11.39142827493108	8.706706645452815	2.6847216294782648	3	6.376547507999416
IER3IP1 VPS13C	IER3IP1	2.7374821201361756	1.5461251812969758	1.1913569388392	1	0.7395048415751939
INO80E NHLH1	NHLH1	6.663375438955306	5.573579635563016	1.08979580339229	1	3.345642949941873
BCL10 ELAVL1 SLC30A7 ZSWIM1	ZSWIM1	10.690237436796181	8.47585697538199	2.214380461414191	3	5.953298874303109
MAPK1 MYB	MYB	11.081243845648373	8.359999132703674	2.7212447129447	1	6.392580937349923
CHEK2 MAPK1 MAPK12 MYB	MAPK12	13.245577823723579	9.38996676734404	3.855611056379539	3	7.418879495785593
CCL5 CCR4 JUND	CCR4	7.663726644032488	5.53456143118242	2.129165212850068	2	3.699504139224923
ERBB2IP GALNT6 MYC SCO2 SLC5A6 ZNF414	GALNT6	10.802228944308764	7.60748385759121	3.194745086717554	5	5.390708799722749
FASN OLAH	OLAH	2.7899283590569355	1.7647249461214556	1.02520341293548	1	0.6904289000324761
RPL5 TNPO1	TNPO1	7.0564577016020085	6.2739171016020086	0.7825406	1	3.6133948969164993
FN1 GALE	GALE	3.420347702927642	3.2740856748121288	0.146262028115513	1	1.2104102428510195
APBB1IP FBF1 VCL	APBB1IP	7.202730327714504	4.270229403209859	2.9325009245046454	2	3.572680424918273
JAG2 MARCKSL1 SMCR8 TMEM17	JAG2	7.980917621818159	6.64152051440788	1.339397107410279	3	3.78824052163461
BMP1 KIF2C RPL5 TWSG1	BMP1	8.057246720506948	6.895298704715356	1.1619480157915922	3	3.6995836177734938
AXDND1 RPL11 RPL5 RPS25 SRP68 SRP9	AXDND1	11.63490549308715	7.35530254678097	4.2796029463061815	7	5.858973994325612
CCT6A METTL21B WDR92	WDR92	11.555764114843843	8.602077802917714	2.9536863119261287	2	6.5077762173263105
CDK3 HDAC1 IFNAR1 LCK MAPK1	CDK3	13.458290716296618	9.12525852737549	4.333032188921129	5	7.317473949409492
BAG6 DNALI1 EIF3K LARP1 TRIM14	DNALI1	11.452422406554884	7.724938111816265	3.72748429473862	4	5.833036772116247
BRD2 CD226 IL12RB1 PVR STAT3	CD226	13.169783049706744	11.76878928228334	1.400993767423404	4	7.47034677893159
HSPA1L METTL21B RELA	HSPA1L	13.155440151309673	10.907374076355834	2.248066074953839	2	7.692220125149555
MARS PNO1 RELA RIOK2	PNO1	8.562070185448022	5.917584686274377	2.6444854991736455	3	4.15920140950183
CD3E HLA-A LNPEP	LNPEP	9.98276796279713	7.7317276922121705	2.2510402705849586	2	5.310018215540592
ACOT7 ATXN1 HSPA1A PKNOX1 UBE2E3	PKNOX1	12.221219473710951	8.101079167682716	4.120140306028235	4	6.476391868604473
CHERP KDM3B PLOD1	PLOD1	10.178250496254272	6.33351763791035	3.8447328583439218	2	5.5855636610038
ANKDD1A RPGRIP1L	ANKDD1A	3.1758217724843325	1.5799233931242225	1.59589837936011	1	0.9374195788912043
DNMT3L HAND1 HDAC1 NR1I3 STAT1	HAND1	9.33479266814669	6.1913377636657385	3.1434549044809508	4	4.508229468104829
GRB2 IL31 JAK1 PIK3R2	IL31	13.985664011430153	9.980314980047005	4.0053490313831475	3	8.261046330348206
DCD MARS RELA	DCD	7.967056378761676	5.733559180030179	2.2334971987314973	2	4.236317583801365
BRD2 DAXX ELF2 HIST1H3A PHF1	ELF2	12.530407632746464	11.397248584982606	1.133159047763857	4	6.8512031052478655
MXD3 SAP30L	SAP30L	6.402153775509406	5.425512170203009	0.976641605306397	1	3.2815954939380076
DAXX GOLGA2 PRKAA1 SCFD1	PRKAA1	9.777296124325325	4.752140373824137	5.025155750501188	3	4.68382293615804
ADARB1 SDAD1 ZNF346	SDAD1	6.410260474468053	4.444180487797034	1.9660799866710197	2	2.9371372451399913
DIRAS2 DNM2 MYC STAT3	DIRAS2	12.045399021490159	8.58779692689748	3.4576020945926786	3	6.476164573989373
SYVN1 UBASH3B UBE2D3	SYVN1	8.184658835880784	5.767154796205876	2.417504039674908	2	4.178872155591331
RRP12 SART3 TSR1 ZNF48	ZNF48	7.979390357040359	5.585621662795444	2.393768694244914	3	3.7255698512530544
AGAP2 HNRNPK PLCG1 ZNF385C	ZNF385C	12.140444410673584	8.358766705980745	3.781677704692839	3	6.5175417123101065
FLT1 STAT3 TMC4	TMC4	9.119512190455396	6.642208277468773	2.477303912986623	2	4.862026027209387
CENPO CENPP RPIA	RPIA	5.67745914562375	3.402623076469168	2.2748360691545817	2	2.3223184022554353
CKAP5 ZNHIT3	CKAP5	6.828532156693673	5.724738003261793	1.10379415343188	1	3.4689540103272987
ATP5L BAG6 OS9 RPN1	ATP5L	13.5584401008773	10.07395611122583	3.484483989651469	3	7.528866419677345
AOX1 RCHY1	AOX1	2.618664138435075	2.5317563410384647	0.0869077973966103	1	0.5916134945192243
ABCE1 RPL11 RPS27 SRP14	RPL11	8.57766728070474	3.6579956616355545	4.919671619069185	5	4.174150078349131
CTDSP2 SETD1A	SETD1A	7.170874637874711	6.354077988836657	0.816796649038054	1	3.546082452780113
KCNK10 KCNK4	KCNK10	6.711678278053744	5.441048341008874	1.27062993704487	1	3.277911632074766
ATP1B1 RTN4 SCAMP2	SCAMP2	7.8238502256957165	4.364478412735521	3.4593718129601956	2	3.8956453435732965
CHAF1A EP300 FLII OS9 SETD2	FLII	12.796200693158612	9.122672514774223	3.6735281783843896	4	6.795506364472348
TIAM2 TK1	TIAM2	4.6500360997585535	1.6535360997585529	2.9965	1	1.9078773497073707
EGLN3 KDM3B LAMP1 PLOD1 SBF1	LAMP1	10.337157183375584	5.749212358860163	4.58794482451542	4	5.368616238451947
CHERP ENOX1 PLOD1 TNIP2	ENOX1	9.38603367116487	6.3685042454093646	3.0175294257555043	3	4.772031339312524
ATXN1 HSPA1A LRRC41 RBPMS SAE1	LRRC41	12.44961942871094	9.23911031662206	3.2105091120888805	4	6.3435925606262415
CCDC155 CXCL9 TNFSF14 TNFSF8	TNFSF8	9.92210068545897	6.458476622332616	3.4636240631263555	3	5.025427621712756
ITGAM PRTN3	PRTN3	6.381133332665305	5.679365714784318	0.701767617880988	1	3.120966635166643
BAG6 CASKIN2 CDH1 DRG1 MAST3 TRIM14	CASKIN2	15.700778525031666	10.46580189535597	5.234976629675695	5	8.493491553560167
ADAM10 DLL4 GRB2 JAK1 PIK3R2	DLL4	12.112606494782929	9.400735291158936	2.711871203623991	4	6.591333492067421
ILF3 RMRP	RMRP	4.204004777228373	4.0905985228504385	0.113406254377934	1	1.6766881722669198
ANTXR1 B4GALNT4 H6PD MYO19 PC	H6PD	10.6383745837095	7.095758109502787	3.542616474206714	4	5.512342994735332
ARHGAP19 IKZF5 NUDT22	NUDT22	6.03779835235448	3.857346443597776	2.1804519087567042	2	2.6225856356765282
HIST1H2AC HIST1H2AE HIST1H3D HIST1H4D	HIST1H2AC	10.70539184558304	7.832674437391541	2.8727174081915	4	5.794510846771573
CIITA FAM53C XPO1	FAM53C	9.920164538632875	7.0271679589303835	2.892996579702491	2	5.195320865417329
